name	SRR1944912_cds_rpm	SRR1944913_cds_rpm	SRR1944914_cds_rpm	SRR1944915_cds_rpm	SRR1944916_cds_rpm	SRR1944917_cds_rpm
NM_001182018.1	25.02	25.73	22.31	24.82	21.84	24.77
NM_001182019.1	4.07	5.6	4.97	5.07	4.31	4.74
NM_001182020.1	29.2	32.28	33.76	37.39	38.87	38.16
NM_001182021.1	944.35	831.49	928.53	752.71	785.03	846.4
NM_001182022.1	4.77	6.73	5.14	8.47	6.78	7.01
NM_001182023.1	60.66	50.7	49.84	67.42	53.38	51.27
NM_001182024.1	6.7	6.32	6.99	6.57	7.73	8.29
NM_001182025.1	34.03	36.93	37.8	34.35	28.82	33.88
NM_001182026.1	10.99	12.37	13.47	10.94	11.49	11.84
NM_001182028.1	4.55	4.47	4.04	4.72	4.01	4.01
NM_001182029.1	2.09	2.35	3.11	2.82	3.66	4.37
NM_001182030.1	22.18	22.93	28.37	30.64	28.47	29.6
NM_001182031.1	28.83	31.01	27.61	34.61	32.04	35.79
NM_001182032.1	5.04	5.6	4.8	6.66	5.89	5.28
NM_001182033.1	15.27	18.82	22.06	19.97	21.0	20.49
NM_001182034.1	9.91	11.24	10.52	14.2	14.26	15.66
NM_001182035.1	31.08	32.1	34.43	38.32	32.93	33.06
NM_001182036.1	1.93	2.35	1.85	3.79	3.42	2.37
NM_001182037.1	1919.89	1822.62	1605.95	1777.26	1852.52	1598.72
NM_001182038.1	3.86	4.15	4.8	5.16	5.3	4.83
NM_001182039.1	1.93	2.75	2.69	3.13	2.13	3.01
NM_001182040.1	466.84	479.6	473.19	413.86	400.02	403.25
NM_001182041.1	13.13	13.23	11.62	12.08	11.79	10.02
NM_001182042.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182043.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182044.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182045.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182046.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182047.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182048.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182049.1	0.05	0.14	0.17	0.04	0.05	0.46
NM_001182050.1	38.53	43.11	47.06	42.2	38.28	41.98
NM_001182051.1	0.54	0.18	0.51	0.66	0.59	0.18
NM_001182052.1	1.34	2.48	2.78	2.69	1.83	2.46
NM_001182053.1	27.76	30.7	30.81	32.81	26.99	28.41
NM_001182054.1	3056.07	2885.69	2614.88	2675.7	2757.64	2374.08
NM_001182055.1	4.23	5.78	5.39	4.54	6.49	4.74
NM_001182057.1	18.86	19.19	21.89	25.18	23.27	22.49
NM_001182059.1	103.58	102.88	110.95	113.1	113.75	123.31
NM_001182060.1	8.73	8.76	8.17	7.32	7.48	8.11
NM_001182061.1	0.05	0.0	0.08	0.13	0.1	0.09
NM_001182062.1	423.65	437.08	455.09	384.36	369.17	392.14
NM_001182063.1	13.83	15.53	14.82	13.98	15.05	13.84
NM_001182064.1	3.86	3.88	4.12	7.01	5.5	6.19
NM_001182065.1	7.72	7.76	6.65	10.85	10.8	11.02
NM_001182066.1	222.81	237.05	227.8	163.72	169.21	179.68
NM_001182067.1	629.58	602.26	518.14	502.66	510.69	500.52
NM_001182068.1	17.79	18.37	21.05	19.0	19.51	19.94
NM_001182069.1	34.08	36.7	31.57	35.63	31.49	34.33
NM_001182070.1	35.74	41.4	35.02	43.3	42.14	39.89
NM_001182072.1	1012.94	979.2	839.13	914.93	939.53	769.53
NM_001182073.1	67.2	68.39	66.5	64.82	67.54	74.68
NM_001182074.1	38.26	43.74	42.93	51.28	45.01	49.45
NM_001182075.1	25.29	25.91	28.54	28.66	27.78	28.69
NM_001182076.1	17.95	18.06	16.16	19.49	20.35	19.12
NM_001182077.1	42.33	40.4	35.02	40.04	35.85	40.43
NM_001182078.1	12.75	12.37	14.73	15.26	14.06	14.48
NM_001182079.1	207.32	216.78	185.37	223.38	195.3	194.52
NM_001182080.1	11.57	13.14	12.54	13.62	14.95	13.48
NM_001182081.1	29.15	31.92	26.6	44.09	44.12	47.54
NM_001182082.1	69.18	75.62	76.52	101.19	95.97	104.18
NM_001182083.1	156.15	157.64	152.62	160.81	140.09	150.08
NM_001182084.1	561.15	589.57	578.17	543.93	560.16	526.29
NM_001182086.1	26.31	29.84	28.87	35.32	36.45	36.06
NM_001182087.1	24.81	28.85	25.76	39.2	35.65	30.6
NM_001182088.1	18.33	19.59	20.29	24.65	24.46	21.4
NM_001182090.1	37.62	38.82	43.19	33.07	34.37	40.34
NM_001182091.1	13.56	12.32	17.85	15.43	11.79	16.03
NM_001182092.1	8.47	7.49	6.99	14.33	13.07	11.66
NM_001182093.1	61.78	67.08	65.91	52.29	52.09	62.2
NM_001182094.1	31.29	33.95	36.28	37.21	36.64	38.25
NM_001182095.1	162.21	155.29	167.94	187.84	180.35	188.88
NM_001182096.1	31.56	31.01	33.17	38.8	37.14	42.07
NM_001182097.1	13.18	11.78	12.37	13.85	13.57	13.21
NM_001182098.1	3.43	3.52	2.27	4.23	3.96	3.55
NM_001182099.1	22.83	21.44	24.67	26.63	26.1	31.24
NM_001182100.1	2.57	2.62	2.02	3.04	3.32	3.37
NM_001182101.1	390.96	390.22	381.77	427.31	390.21	338.14
NM_001182102.1	9.75	10.7	13.22	11.95	13.57	14.48
NM_001182103.1	309.14	332.89	368.64	423.2	414.13	370.1
NM_001182105.1	5.79	5.51	6.31	6.0	5.45	7.92
NM_001182106.1	25.72	27.63	26.94	27.6	32.48	30.14
NM_001182107.1	30.01	32.01	29.13	39.55	40.56	41.07
NM_001182108.1	43.51	45.32	44.28	62.44	57.0	52.82
NM_001182109.1	100.85	100.26	110.28	121.87	120.18	124.95
NM_001182110.1	27.44	33.18	35.95	37.48	31.25	37.07
NM_001182111.1	6.32	5.42	7.91	8.64	7.28	8.29
NM_001182112.1	28.67	28.8	34.68	55.29	51.3	51.45
NM_001182113.1	12.43	13.18	15.57	13.93	11.79	13.93
NM_001182114.1	1.07	1.58	1.09	1.1	0.89	1.46
NM_001182115.1	17.15	16.48	14.65	15.56	17.18	16.94
NM_001182116.1	83.86	85.5	88.98	70.99	67.54	70.58
NM_001182118.1	42.07	47.9	45.46	51.32	50.06	44.44
NM_001182120.1	1.45	1.49	1.6	1.5	1.98	1.46
NM_001182121.1	4.34	4.65	5.3	4.94	5.55	5.83
NM_001182124.1	16.5	21.04	18.44	16.76	16.19	20.76
NM_001182125.1	8.63	9.43	10.1	9.66	9.31	9.74
NM_001182126.1	8.73	9.48	9.85	11.82	10.65	9.2
NM_001182127.1	14.52	15.03	14.14	18.25	16.54	19.31
NM_001182128.1	32.31	31.83	31.82	31.66	30.45	29.96
NM_001182129.1	4.39	5.06	5.64	5.2	5.15	3.37
NM_001182130.1	22.4	25.14	25.93	24.87	27.88	28.32
NM_001182131.1	318.46	312.89	289.59	437.31	435.18	399.61
NM_001182132.1	8.09	7.54	9.34	8.64	6.73	9.47
NM_001182133.1	3.0	1.81	1.68	2.73	2.87	2.64
NM_001182134.1	21.33	24.15	25.42	33.78	31.0	29.69
NM_001182135.1	80.97	93.72	78.54	80.38	63.29	70.58
NM_001182136.1	9398.48	9333.42	8682.92	9060.1	8750.19	8981.5
NM_001182137.1	59.21	66.18	64.23	56.35	55.86	51.91
NM_001182138.1	1.34	1.17	1.77	1.63	1.68	1.82
NM_001182140.1	9.7	12.64	11.28	11.91	14.46	14.21
NM_001182141.1	4.66	5.69	4.46	6.22	5.6	5.28
NM_001182143.1	103.47	102.48	99.92	76.85	74.92	73.04
NM_001182144.1	87.83	88.57	72.23	135.5	123.6	119.3
NM_001182145.1	22.51	23.93	26.1	39.33	40.21	35.97
NM_001182146.1	908.02	948.91	1136.8	1284.03	1041.1	1257.12
NM_001182147.1	17.47	17.65	19.45	20.81	22.53	22.22
NM_001182148.1	12.27	9.84	9.6	12.96	14.31	12.2
NM_001182149.1	35.37	32.64	34.6	41.32	39.42	35.33
NM_001182150.1	0.0	0.14	0.0	0.18	0.1	0.18
NM_001182151.1	351.26	345.21	311.48	320.6	322.57	285.32
NM_001182152.1	6.81	7.85	8.59	7.67	7.18	6.56
NM_001182153.1	4.72	4.74	4.97	6.22	6.24	5.19
NM_001182154.1	1.61	1.99	1.94	2.2	3.42	2.82
NM_001182155.1	41.8	46.59	46.05	43.83	48.23	46.08
NM_001182157.1	34.94	36.34	35.95	41.67	39.67	38.7
NM_001182158.1	2.14	3.16	2.53	2.87	2.67	3.01
NM_001182159.1	20.31	21.58	20.37	23.06	21.19	21.58
NM_001182160.1	1.18	1.85	2.61	1.9	2.18	3.19
NM_001182161.1	46.08	46.41	48.24	60.36	59.62	57.65
NM_001182162.1	10.07	10.79	10.61	16.27	12.97	13.66
NM_001182163.1	82.36	86.81	94.03	84.79	85.32	85.15
NM_001182164.1	18.33	19.64	26.6	31.13	31.99	29.6
NM_001182165.1	17.2	18.24	17.76	20.28	18.27	19.22
NM_001182168.1	1.34	1.26	1.09	1.81	1.58	1.46
NM_001182170.1	5.79	5.28	4.8	5.64	6.14	5.19
NM_001182171.1	4.23	2.93	4.46	3.62	3.57	3.46
NM_001182172.1	50.0	49.07	52.02	57.5	61.26	57.37
NM_001182173.1	865.74	870.59	815.98	928.38	946.66	897.76
NM_001182174.1	35.1	39.14	41.33	33.91	32.98	32.06
NM_001182175.1	634.89	646.41	570.59	530.62	549.67	467.09
NM_001182176.1	3.64	4.69	4.55	5.42	5.45	6.83
NM_001182177.1	5.31	4.2	5.14	4.67	5.4	4.55
NM_001182178.1	9.91	9.8	11.2	7.14	6.73	7.47
NM_001182179.1	67.3	68.84	75.09	66.23	58.38	64.02
NM_001182180.1	45.71	48.89	46.13	45.11	42.88	44.53
NM_001182181.1	795.65	823.05	783.91	853.42	873.82	838.75
NM_001182183.1	33.17	38.82	34.51	37.35	39.02	32.06
NM_001182185.1	1.93	2.21	2.86	2.47	2.18	2.64
NM_001182186.1	10.72	10.34	11.11	11.33	11.19	9.47
NM_001182187.1	20.95	21.49	20.46	28.53	26.1	30.33
NM_001182188.1	331.22	337.81	399.78	453.54	487.02	486.76
NM_001182189.1	171.58	160.08	181.58	183.29	186.54	190.97
NM_001182191.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182192.1	400.18	422.23	532.88	624.49	622.01	612.53
NM_001182193.1	78.18	73.76	80.31	74.83	74.58	71.4
NM_001182194.1	5.31	7.13	5.81	7.76	7.08	5.19
NM_001182195.1	0.27	0.32	0.34	0.84	0.79	0.73
NM_001182196.1	0.0	0.0	0.08	0.04	0.05	0.18
NM_001182197.2	29.95	32.95	28.62	33.38	23.32	25.32
NM_001182198.1	43.67	41.4	45.46	48.9	45.81	43.62
NM_001182200.1	0.54	0.36	0.34	0.62	0.79	0.91
NM_001182201.1	16.72	16.66	18.1	21.08	20.45	21.04
NM_001182202.2	2.41	2.8	2.61	3.7	3.17	3.1
NM_001182203.2	138.47	150.82	140.25	203.0	184.96	192.43
NM_001182204.1	3.32	3.52	3.45	3.31	3.52	3.82
NM_001182205.1	8.9	10.43	9.77	14.02	11.44	12.02
NM_001182207.2	2.14	1.53	2.61	2.03	1.93	3.82
NM_001182208.1	22.45	27.4	25.42	26.28	23.27	26.59
NM_001182209.1	2.95	2.84	3.03	3.88	3.52	4.28
NM_001182210.1	48.12	50.02	47.98	43.74	44.52	40.98
NM_001182212.1	9.91	8.58	8.0	11.38	10.5	10.47
NM_001182213.1	20.04	23.52	22.14	28.04	24.96	25.32
NM_001182214.1	866.7	886.79	759.41	848.61	842.03	733.29
NM_001182215.1	6.81	8.49	9.34	9.79	9.46	9.29
NM_001182216.1	4.02	4.79	3.62	10.23	8.22	5.92
NM_001182217.1	48.17	53.09	49.25	57.72	55.31	50.63
NM_001182218.1	0.38	0.32	0.08	0.26	0.3	0.27
NM_001182219.1	64.89	73.09	61.28	81.79	71.46	70.76
NM_001182221.1	38.47	40.0	38.39	44.93	37.93	39.62
NM_001182222.1	523.8	544.43	481.86	517.56	512.72	469.01
NM_001182224.1	118.69	125.23	102.53	126.59	107.66	114.02
NM_001182225.1	51.39	56.29	53.29	61.42	56.6	57.83
NM_001182226.1	80.97	95.88	68.69	109.22	90.77	114.56
NM_001182229.1	3205.15	3132.18	3112.4	2651.36	2738.77	2798.37
NM_001182230.1	0.21	0.14	0.17	0.26	0.2	0.09
NM_001182231.1	926.56	989.0	1041.34	1135.44	1076.31	1138.45
NM_001182232.1	0.0	0.09	0.08	0.13	0.0	0.18
NM_001182233.1	741.1	753.85	651.83	681.63	675.1	572.1
NM_001182234.1	11.74	10.07	10.69	11.68	9.56	11.11
NM_001182235.1	3.27	3.11	6.99	3.31	1.54	4.83
NM_001182236.1	190.18	203.64	192.1	213.85	207.09	206.18
NM_001182237.1	31.35	29.98	30.22	42.33	38.58	44.08
NM_001182239.1	34.03	35.35	36.03	41.09	43.28	45.08
NM_001182240.1	46.24	51.19	56.07	59.13	61.26	61.65
NM_001182241.1	10.88	10.61	11.7	10.41	9.76	11.93
NM_001182242.1	6.91	8.17	7.16	5.95	5.99	5.1
NM_001182243.1	527.77	564.25	560.99	441.37	429.28	468.46
NM_001182244.1	2198.53	2008.88	1904.21	1813.55	1869.85	1800.43
NM_001182245.1	11.36	13.59	13.89	10.05	11.44	11.11
NM_001182246.1	53.32	58.82	56.65	66.76	63.34	63.75
NM_001182248.1	276.13	258.94	208.35	259.84	266.07	213.01
NM_001182249.3	8.57	7.4	8.33	6.83	8.72	9.02
NM_001182250.1	15.54	17.47	18.69	15.96	14.11	14.84
NM_001182251.1	15.38	16.39	19.95	21.25	23.27	22.22
NM_001182252.3	15.22	18.1	19.7	18.12	18.12	15.3
NM_001182253.3	5.79	5.19	5.72	9.17	9.56	9.65
NM_001182256.1	254.91	249.91	232.01	237.13	239.03	188.24
NM_001182257.3	5.04	5.55	7.07	7.98	7.28	7.19
NM_001182258.1	24.11	26.14	22.98	26.76	24.26	24.59
NM_001182259.3	61.78	61.58	68.52	67.24	74.33	76.77
NM_001182260.1	27.33	31.69	26.43	29.1	25.06	25.95
NM_001182261.3	246.23	261.06	266.61	220.73	209.62	222.57
NM_001182262.1	23.79	24.65	27.28	27.16	27.24	30.05
NM_001182264.3	19.4	17.02	14.23	15.87	17.18	15.57
NM_001182265.1	1.82	1.72	2.27	2.78	2.43	1.91
NM_001182266.3	0.0	0.05	0.08	0.09	0.5	0.18
NM_001182267.1	242.69	240.57	253.14	230.74	227.05	236.23
NM_001182269.3	55.89	47.45	61.12	41.76	46.0	48.27
NM_001182270.1	4.98	4.06	3.79	3.79	4.41	5.19
NM_001182271.3	11.9	11.42	13.13	11.73	13.91	13.75
NM_001182272.1	9.0	10.92	14.06	11.68	9.95	12.29
NM_001182273.3	224.63	239.53	250.44	273.51	277.01	281.13
NM_001182274.1	4.66	3.52	4.88	4.01	3.91	4.1
NM_001182275.3	32.04	34.72	31.82	33.07	30.36	31.33
NM_001182276.1	61.95	61.12	62.55	100.27	89.18	87.15
NM_001182277.3	351.15	351.12	262.65	336.69	354.06	242.43
NM_001182278.1	78.45	78.73	76.35	71.61	73.59	76.32
NM_001182279.3	11.36	10.29	10.86	11.68	12.68	12.57
NM_001182280.3	5.73	4.97	5.05	6.39	6.93	6.74
NM_001182281.1	8.68	8.17	8.25	9.88	7.63	6.92
NM_001182282.3	0.32	0.27	0.25	0.26	0.15	0.18
NM_001182283.1	23.79	28.12	25.34	34.83	36.69	25.5
NM_001182284.3	15.22	17.06	17.93	18.83	20.9	21.22
NM_001182285.1	58.94	59.14	68.78	66.1	67.1	62.75
NM_001182286.3	91.42	92.0	88.14	117.2	104.73	108.83
NM_001182287.1	96.94	111.91	80.65	129.15	107.16	117.21
NM_001182289.3	57.55	57.24	52.11	76.37	68.53	67.21
NM_001182291.1	38.69	43.83	38.47	42.06	40.61	45.35
NM_001182292.3	5.47	6.64	6.65	5.51	4.26	5.01
NM_001182293.1	13.61	15.26	14.56	16.53	15.8	13.84
NM_001182294.3	317.66	327.06	335.8	330.3	320.49	338.32
NM_001182295.4	14.74	15.35	15.83	17.06	14.71	10.93
NM_001182296.1	4.93	3.97	3.2	5.07	4.95	4.55
NM_001182297.3	101.76	104.37	119.2	136.2	133.85	130.59
NM_001182298.1	147.04	167.17	135.45	169.18	140.09	129.77
NM_001182299.3	1.45	2.03	1.77	1.72	1.93	1.91
NM_001182300.1	8.9	8.85	9.09	8.95	9.01	9.65
NM_001182301.1	473.11	481.18	393.22	520.83	506.58	534.39
NM_001182302.3	27.92	31.01	28.29	32.32	36.0	32.51
NM_001182303.1	0.0	0.05	0.0	0.04	0.1	0.09
NM_001182305.3	10.66	10.16	9.77	12.08	11.34	9.84
NM_001182306.1	53.85	58.69	47.82	49.69	42.64	44.62
NM_001182307.3	43.03	46.95	51.52	38.49	40.36	38.07
NM_001182308.1	145.49	131.95	125.26	101.81	108.4	96.35
NM_001182309.3	61.14	60.09	60.7	74.21	72.25	64.93
NM_001182310.1	17.84	17.92	23.66	25.13	22.23	23.86
NM_001182311.3	2.95	4.38	3.2	3.62	4.75	3.37
NM_001182312.1	8.41	7.85	8.92	11.02	9.31	10.75
NM_001182313.3	16.02	9.89	12.04	12.61	11.34	15.03
NM_001182314.1	8.25	8.17	9.01	9.7	8.76	10.38
NM_001182315.3	21.92	25.87	26.43	28.84	27.68	27.87
NM_001182317.1	181.44	183.15	171.73	211.73	199.02	201.72
NM_001182318.3	67.04	67.94	66.67	80.6	72.0	74.4
NM_001182319.1	1.39	2.84	3.03	2.73	2.38	2.73
NM_001182320.3	461.38	463.94	545.92	586.75	599.63	647.87
NM_001182321.1	35.85	39.91	39.23	44.89	38.18	35.88
NM_001182323.3	40.62	42.93	41.92	40.3	38.33	39.43
NM_001182324.1	21.43	21.58	20.96	21.21	22.33	20.67
NM_001182325.3	17.52	16.75	16.33	20.15	19.26	18.85
NM_001182326.1	130.59	143.1	127.62	125.05	130.63	137.33
NM_001182327.1	17.74	17.47	19.61	18.12	22.09	23.31
NM_001182328.3	32.04	31.01	30.56	28.18	27.93	30.69
NM_001182329.1	1869.89	1939.72	1692.57	1911.12	1910.61	1594.8
NM_001182330.3	19.18	21.98	23.91	26.54	24.07	22.4
NM_001182331.1	7.23	6.18	7.32	6.44	4.65	4.92
NM_001182333.3	0.05	0.05	0.08	0.0	0.05	0.0
NM_001182334.1	4.13	3.84	3.62	2.38	3.22	2.28
NM_001182335.3	242.32	245.44	253.56	292.47	295.43	284.32
NM_001182336.1	1197.44	1155.94	1111.12	1066.57	1095.67	984.09
NM_001182337.3	180.1	185.0	179.14	124.74	121.37	129.14
NM_001182338.1	62.8	63.56	62.46	53.44	50.91	54.1
NM_001182339.3	15.11	16.75	16.42	18.17	15.75	15.3
NM_001182340.1	47.96	59.32	68.61	74.91	78.69	85.6
NM_001182341.3	1.45	1.94	2.1	1.19	1.54	1.18
NM_001182342.1	29.74	34.99	37.97	30.2	29.86	29.05
NM_001182343.3	16.08	20.36	20.88	20.81	19.26	17.21
NM_001182344.1	3.64	3.61	2.86	2.51	3.81	2.91
NM_001182345.3	2.68	3.07	2.78	3.75	3.66	3.73
NM_001182347.1	31.4	32.95	31.82	27.78	28.92	29.32
NM_001182348.3	8.9	9.66	11.95	11.46	13.82	12.84
NM_001182349.1	0.0	0.0	0.0	0.0	0.0	0.09
NM_001182350.3	0.0	0.0	0.08	0.0	0.0	0.0
NM_001182352.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182354.3	0.0	0.05	0.0	0.13	0.0	0.0
NM_001182355.3	0.8	1.26	1.6	1.28	1.54	1.91
NM_001182356.1	88.15	86.4	101.02	109.39	105.92	113.2
NM_001182357.1	0.27	0.45	0.25	0.26	0.5	0.46
NM_001182358.1	1.88	2.62	2.69	2.38	2.62	2.0
NM_001182359.1	100.53	107.49	100.77	173.73	163.86	171.94
NM_001182360.1	11.79	11.92	14.14	13.1	15.3	13.21
NM_001182361.1	10.13	10.47	12.29	11.91	10.94	13.48
NM_001182362.1	55.19	62.3	51.1	84.92	72.79	81.51
NM_001182363.1	309.62	326.21	321.32	387.84	352.13	324.84
NM_001182364.1	17.74	17.52	15.24	14.33	13.47	15.3
NM_001182366.1	293.12	319.8	238.49	419.19	320.84	369.65
NM_001182368.1	5.14	6.37	6.9	7.67	7.28	6.19
NM_001182369.1	118.48	125.32	135.37	121.26	124.49	126.86
NM_001182371.1	30.76	30.02	33.5	31.97	33.62	36.15
NM_001182372.1	24.54	28.35	25.68	26.81	34.12	30.51
NM_001182373.1	11.63	11.6	10.86	12.88	13.87	10.75
NM_001182374.1	28.03	29.34	35.61	31.79	31.54	28.14
NM_001182375.1	86.43	100.26	92.01	85.32	80.32	77.41
NM_001182376.1	26.79	25.1	26.52	21.83	22.14	26.59
NM_001182377.1	32.1	33.9	36.2	36.11	35.46	39.52
NM_001182378.1	8.09	7.63	6.23	8.82	9.26	8.83
NM_001182379.1	23.52	24.42	25.84	32.41	29.76	32.78
NM_001182380.1	130.8	139.22	121.64	135.85	148.21	140.79
NM_001182381.1	3.7	5.06	5.05	5.73	4.85	6.28
NM_001182382.1	1456.74	1481.83	1305.25	1579.68	1580.86	1299.74
NM_001182383.1	24.17	21.71	23.15	23.1	22.83	23.86
NM_001182384.1	1296.79	1274.35	1204.48	1164.94	1180.25	1066.24
NM_001182385.1	24.11	27.72	20.37	27.73	24.86	25.41
NM_001182386.1	1753.18	1571.26	1524.21	1659.13	1866.09	1784.68
NM_001182387.1	26.69	30.38	25.76	34.57	31.44	33.15
NM_001182388.1	11.95	14.36	12.71	13.71	12.33	15.57
NM_001182389.1	41.15	41.13	45.46	41.32	40.06	38.89
NM_001182390.1	13.34	13.63	14.31	18.43	14.86	19.76
NM_001182391.1	35.05	42.84	32.07	47.66	38.58	40.53
NM_001182392.1	99.83	100.9	88.9	100.58	96.76	106.37
NM_001182394.1	11.9	11.69	12.29	14.02	12.73	12.93
NM_001182395.1	4.29	4.74	5.39	4.76	5.5	5.65
NM_001182396.1	18.54	21.31	19.78	22.0	18.27	23.86
NM_001182397.2	0.0	0.0	0.0	0.04	0.0	0.0
NM_001182398.1	0.0	0.0	0.0	0.04	0.0	0.0
NM_001182399.1	10.5	10.74	12.63	12.7	12.03	12.29
NM_001182400.1	1.13	1.13	1.26	0.93	1.58	1.09
NM_001182401.1	3.48	5.96	5.98	4.5	5.25	6.37
NM_001182402.2	4.77	6.41	8.0	3.7	4.01	6.65
NM_001182403.1	19.02	19.23	16.67	21.47	16.59	17.58
NM_001182404.1	0.0	0.0	0.0	0.04	0.05	0.18
NM_001182405.1	122.44	124.23	129.98	129.06	131.33	141.16
NM_001182407.1	40.73	44.51	54.72	58.29	63.29	64.84
NM_001182408.1	2.73	3.43	3.45	3.57	3.76	5.37
NM_001182409.1	5.14	5.64	4.46	5.2	5.65	8.29
NM_001182410.1	88.85	92.59	93.27	93.21	92.6	101.54
NM_001182411.1	13.72	15.53	16.16	15.79	17.28	13.93
NM_001182412.1	0.64	0.68	0.84	1.41	1.29	1.27
NM_001182413.1	22.83	21.71	19.78	23.15	23.87	19.12
NM_001182414.1	418.4	420.46	453.32	487.67	493.81	522.19
NM_001182415.1	40.4	43.92	43.35	48.28	45.86	44.35
NM_001182417.1	197.04	197.1	212.39	196.65	193.08	200.72
NM_001182418.1	46.89	46.45	48.32	45.02	46.7	45.17
NM_001182419.1	16.4	15.12	18.6	17.55	17.18	17.39
NM_001182420.1	16.61	20.04	17.85	24.03	21.99	20.04
NM_001182421.1	14.84	14.45	17.34	15.83	13.52	14.21
NM_001182422.1	2338.88	2395.12	2100.35	2270.17	2278.69	1902.34
NM_001182423.1	12.0	12.41	13.13	16.93	13.52	13.66
NM_001182424.1	29.53	35.08	31.57	35.85	29.71	32.33
NM_001182425.1	0.05	0.0	0.0	0.13	0.0	0.0
NM_001182426.1	43.08	47.49	45.46	48.77	50.26	46.45
NM_001182427.1	2.57	2.57	3.45	3.17	3.02	3.19
NM_001182428.1	127.64	136.6	122.49	175.49	161.48	153.0
NM_001182429.1	145.7	153.35	149.34	171.3	164.95	157.19
NM_001182430.1	19.4	21.08	21.13	18.21	18.03	18.03
NM_001182431.1	340.43	374.37	338.08	356.27	310.59	354.17
NM_001182432.1	1508.24	1454.11	1383.79	1334.43	1389.81	1218.87
NM_001182433.1	239.21	252.49	254.74	186.25	173.81	193.7
NM_001182434.1	74.75	78.55	86.37	65.65	62.25	62.11
NM_001182435.1	11.95	11.92	12.04	11.6	11.54	9.84
NM_001182436.1	12.97	13.09	14.31	17.86	19.71	21.22
NM_001182437.1	131.93	133.31	141.43	179.77	177.28	169.93
NM_001182438.1	40.51	40.67	41.92	39.11	38.48	36.43
NM_001182439.1	20.47	23.56	25.0	25.18	26.34	23.5
NM_001182440.1	26.2	28.08	27.7	30.12	29.71	32.69
NM_001182441.1	17.58	19.1	19.11	19.27	19.66	19.49
NM_001182442.1	0.16	0.0	0.0	0.13	0.2	0.09
NM_001182444.1	175.87	177.68	201.28	183.07	184.26	200.9
NM_001182445.1	138.47	136.92	137.55	147.49	152.02	155.18
NM_001182446.1	0.59	0.68	1.18	1.59	0.64	0.73
NM_001182447.1	20.09	21.04	24.92	36.46	35.16	34.33
NM_001182450.1	16.45	22.98	20.62	25.18	28.72	21.22
NM_001182451.1	110.01	115.43	111.79	158.96	146.92	162.38
NM_001182452.1	116.98	133.17	107.0	141.05	120.78	124.22
NM_001182453.1	31.67	37.2	37.88	32.45	29.76	28.96
NM_001182454.1	4.23	5.28	4.21	6.26	6.49	4.37
NM_001182456.1	13.56	13.99	19.53	15.17	16.44	15.57
NM_001182457.1	17.2	18.96	17.85	21.56	23.82	21.4
NM_001182458.1	9.65	8.58	9.18	9.79	9.31	10.2
NM_001182459.1	10.45	10.92	9.93	9.79	10.2	11.29
NM_001182460.1	45.39	46.9	39.31	74.38	69.08	72.86
NM_001182462.1	6.91	8.22	8.17	7.32	7.28	9.38
NM_001182464.1	18.65	15.76	19.19	22.22	21.49	23.31
NM_001182465.1	112.0	124.01	124.09	150.8	139.2	138.52
NM_001182466.1	6.7	9.48	9.09	8.16	9.41	8.83
NM_001182467.1	59.05	62.39	54.72	88.36	79.58	75.22
NM_001182468.1	168.42	168.84	169.96	147.05	148.51	136.69
NM_001182469.1	6.43	6.77	7.91	7.5	9.11	7.65
NM_001182470.1	13.56	14.94	13.64	20.77	18.37	18.03
NM_001182471.1	20.9	23.34	21.97	25.31	22.48	23.4
NM_001182472.1	62.86	70.11	72.99	71.12	67.1	72.95
NM_001182473.1	33.71	37.42	35.36	33.16	31.4	30.87
NM_001182474.1	10.4	9.89	11.62	11.42	12.92	13.93
NM_001182475.1	21.11	21.13	23.4	20.86	19.76	20.85
NM_001182476.1	14.25	14.17	15.66	15.17	14.31	14.57
NM_001182477.1	57.5	62.03	64.48	57.28	59.52	58.01
NM_001182478.1	15.7	16.61	20.12	52.56	54.32	51.91
NM_001182479.1	58.3	64.19	60.78	64.2	59.87	60.93
NM_001182481.1	0.59	0.95	0.84	1.06	1.19	1.55
NM_001182482.1	13.08	14.08	13.39	16.67	13.02	15.3
NM_001182483.1	20.09	22.75	18.27	28.57	28.67	23.13
NM_001182484.1	14.95	17.74	18.02	19.89	22.14	18.21
NM_001182486.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001182487.1	96.08	96.11	108.51	122.49	120.68	133.96
NM_001182488.1	101.28	95.93	103.97	128.62	134.1	135.33
NM_001182489.1	551.94	558.83	561.75	636.57	617.8	559.35
NM_001182490.1	50.32	47.4	47.82	55.16	57.05	58.47
NM_001182491.1	5.73	4.56	4.63	11.42	10.3	9.93
NM_001182492.1	17.47	18.37	17.59	20.94	17.68	19.58
